frame_index,event,timestamp_s,h_frame_m,h_valid,h_stale,h_used_for_increment_m,gsd_used_m_per_px,east_m,north_m,yaw_deg
0,init,0,43.818340018999997,1,0,,,0,0,0
1,none,0.10000000000000001,43.818340018999997,1,0,43.818340018999997,0.08558269534960937,-0.0064012461586477592,-0.022582840215230517,0.0014774975476579129
2,none,0.20000000000000001,43.818340018999997,1,0,43.818340018999997,0.08558269534960937,0.085076111943078875,-0.002694627905866824,359.98644033836644
3,none,0.29999999999999999,43.818340018999997,1,0,43.818340018999997,0.08558269534960937,0.15677538083530401,-0.016616589516877191,359.99256017870437
4,none,0.40000000000000002,43.818340018999997,1,0,43.818340018999997,0.08558269534960937,0.25291466548275948,0.0034354330228203861,359.99308791782101
5,none,0.5,43.818340018999997,1,0,43.818340018999997,0.08558269534960937,0.4362588198965639,0.011562528798484694,359.98195814512428
6,none,0.59999999999999998,43.818340018999997,1,0,43.818340018999997,0.08558269534960937,0.59285775527444773,-0.0087326738272642951,0.0026977896509123743
7,none,0.69999999999999996,43.818340018999997,1,0,43.818340018999997,0.08558269534960937,0.78702711085166832,0.0064121622280374959,359.98262704462906
8,none,0.80000000000000004,43.818340018999997,1,0,43.818340018999997,0.08558269534960937,1.0320334458900922,-0.0080569432653753714,0.001671701461094527
9,none,0.90000000000000002,43.818340018999997,1,0,43.818340018999997,0.08558269534960937,1.2942182499838766,-0.01578845413590035,359.9410575825483
10,none,1,43.818340018999997,1,0,43.818340018999997,0.08558269534960937,1.610207627406177,0.030574376079607408,359.91989286942538
11,none,1.1000000000000001,43.818340018999997,1,0,43.818340018999997,0.08558269534960937,1.9499317829875473,0.031567122375273163,359.88573479311708
12,none,1.2,43.818340018999997,1,0,43.818340018999997,0.08558269534960937,2.3465651323044261,-0.018514737622526208,359.9216917893275
13,none,1.3,43.818340018999997,1,0,43.818340018999997,0.08558269534960937,2.762127180896166,0.046595513584652005,359.89022275611552
14,none,1.3999999999999999,43.818340018999997,1,0,43.818340018999997,0.08558269534960937,3.1768220394946054,0.054858996084157591,359.88196395018127
15,none,1.5,43.818340018999997,1,0,43.818340018999997,0.08558269534960937,3.6192329139572181,0.024662080896476205,359.89617356726177
