t_avail_s,relative_m
0,0
0.10000000000000001,0
0.20000000000000001,0
0.29999999999999999,0
0.40000000000000002,0
0.5,0
0.59999999999999998,0
0.69999999999999996,0
0.80000000000000004,0
0.90000000000000002,0
1,0
1.1000000000000001,0
1.2,0
1.3,0
1.3999999999999999,0
1.5,0
1.6000000000000001,0
1.7,0
1.8,0
1.8999999999999999,0
2,0
2.1000000000000001,0
2.2000000000000002,0
2.2999999999999998,0
2.3999999999999999,0
2.5,0
2.6000000000000001,0
2.7000000000000002,0
2.7999999999999998,0
2.8999999999999999,0
3,0
3.1000000000000001,0
3.2000000000000002,0
3.2999999999999998,0
3.3999999999999999,0
3.5,0
3.6000000000000001,0
3.7000000000000002,0
3.7999999999999998,0
3.8999999999999999,0
4,0
4.0999999999999996,0
4.2000000000000002,0
4.2999999999999998,0
4.4000000000000004,0
4.5,0
4.5999999999999996,0
4.7000000000000002,0
4.7999999999999998,0
4.9000000000000004,0
5,0
5.0999999999999996,0
5.2000000000000002,0
5.2999999999999998,0
5.4000000000000004,0
5.5,0
5.5999999999999996,0
5.7000000000000002,0
5.7999999999999998,0
5.9000000000000004,0
6,0
6.0999999999999996,0
6.2000000000000002,0
6.2999999999999998,0
6.4000000000000004,0
6.5,0
6.5999999999999996,0
6.7000000000000002,0
6.7999999999999998,0
6.9000000000000004,0
7,0
7.0999999999999996,0
7.2000000000000002,0
7.2999999999999998,0
7.4000000000000004,0
7.5,0
7.5999999999999996,0
7.7000000000000002,0
7.7999999999999998,0
7.9000000000000004,0
8,0
8.0999999999999996,0
8.1999999999999993,0
8.3000000000000007,0
8.4000000000000004,0
8.5,0
8.5999999999999996,0
8.6999999999999993,0
8.8000000000000007,0
8.9000000000000004,0
9,0
9.0999999999999996,0
9.1999999999999993,0
9.3000000000000007,0
9.4000000000000004,0
9.5,0
9.5999999999999996,0
9.6999999999999993,0
9.8000000000000007,0
9.9000000000000004,0
10,0
10.1,0
10.199999999999999,0
10.300000000000001,0
10.4,0
10.5,0
10.6,0
10.699999999999999,0
10.800000000000001,0
10.9,0
11,0
11.1,0
11.199999999999999,0
11.300000000000001,0
11.4,0
11.5,0
11.6,0
11.699999999999999,0
11.800000000000001,0
11.9,0
12,0
12.1,0
12.199999999999999,0
12.300000000000001,0
12.4,0
12.5,0
12.6,0
12.699999999999999,0
12.800000000000001,0
12.9,0
13,0
13.1,0
13.199999999999999,0
13.300000000000001,0
13.4,0
13.5,0
13.6,0
13.699999999999999,0
13.800000000000001,0
13.9,0
14,0
14.1,0
14.199999999999999,0
14.300000000000001,0
14.4,0
14.5,0
14.6,0
14.699999999999999,0
14.800000000000001,0
14.9,0
15,0
15.1,0
15.199999999999999,0
15.300000000000001,0
15.4,0
15.5,0
15.6,0
15.699999999999999,0
15.800000000000001,0
15.9,0
16,0
16.100000000000001,0
16.199999999999999,0
16.300000000000001,0
16.399999999999999,0
16.5,0
16.600000000000001,0
16.699999999999999,0
16.800000000000001,0
16.899999999999999,0
17,0
17.100000000000001,0
17.199999999999999,0
17.300000000000001,0
17.399999999999999,0
17.5,0
17.600000000000001,0
17.699999999999999,0
17.800000000000001,0
17.899999999999999,0
18,0
18.100000000000001,0
18.199999999999999,0
18.300000000000001,0
18.399999999999999,0
18.5,0
18.600000000000001,0
18.699999999999999,0
18.800000000000001,0
18.899999999999999,0
19,0
19.100000000000001,0
19.199999999999999,0
19.300000000000001,0
19.399999999999999,0
19.5,0
19.600000000000001,0
19.699999999999999,0
19.800000000000001,0
19.899999999999999,0
20,0
20.100000000000001,0
20.199999999999999,0
20.300000000000001,0
20.399999999999999,0
20.5,0
20.600000000000001,0
20.699999999999999,0
20.800000000000001,0
20.899999999999999,0
21,0
21.100000000000001,0
21.199999999999999,0
21.300000000000001,0
21.399999999999999,0
21.5,0
21.600000000000001,0
21.699999999999999,0
21.800000000000001,0
21.899999999999999,0
22,0
22.100000000000001,0
22.199999999999999,0
22.300000000000001,0
22.399999999999999,0
22.5,0
22.600000000000001,0
22.699999999999999,0
22.800000000000001,0
22.899999999999999,0
23,0
23.100000000000001,0
23.199999999999999,0
23.300000000000001,0
23.399999999999999,0
23.5,0
23.600000000000001,0
23.699999999999999,0
23.800000000000001,0
23.899999999999999,0
24,0
24.100000000000001,0
24.199999999999999,0
24.300000000000001,0
24.399999999999999,0
24.5,0
24.600000000000001,0
24.699999999999999,0
24.800000000000001,0
24.899999999999999,0
25,0
25.100000000000001,0
25.199999999999999,0
25.300000000000001,0
25.399999999999999,0
25.5,0
25.600000000000001,0
25.699999999999999,0
25.800000000000001,0
25.899999999999999,0
26,0
26.100000000000001,0
26.199999999999999,0
26.300000000000001,0
26.399999999999999,0
26.5,0
26.600000000000001,0
26.699999999999999,0
26.800000000000001,0
26.899999999999999,0
27,0
27.100000000000001,0
27.199999999999999,0
27.300000000000001,0
27.399999999999999,0
27.5,0
27.600000000000001,0
27.699999999999999,0
27.800000000000001,0
27.899999999999999,0
28,0
28.100000000000001,0
28.199999999999999,0
28.300000000000001,0
28.399999999999999,0
28.5,0
28.600000000000001,0
28.699999999999999,0
28.800000000000001,0
28.899999999999999,0
29,0
29.100000000000001,0
29.199999999999999,0
29.300000000000001,0
29.399999999999999,0
29.5,0
29.600000000000001,0
29.699999999999999,0
29.800000000000001,0
29.899999999999999,0
30,0
30.100000000000001,0
30.199999999999999,0
30.300000000000001,0
30.399999999999999,0
30.5,0
30.600000000000001,0
30.699999999999999,0
30.800000000000001,0
30.899999999999999,0
31,0
31.100000000000001,0
31.199999999999999,0
31.300000000000001,0
31.399999999999999,0
31.5,0
31.600000000000001,0
31.699999999999999,0
31.800000000000001,0
31.899999999999999,0
32,0
32.100000000000001,0
32.200000000000003,0
32.299999999999997,0
32.399999999999999,0
32.5,0
32.600000000000001,0
32.700000000000003,0
32.799999999999997,0
32.899999999999999,0
33,0
33.100000000000001,0
33.200000000000003,0
33.299999999999997,0
33.399999999999999,0
33.5,0
33.600000000000001,0
33.700000000000003,0
33.799999999999997,0
33.899999999999999,0
34,0
34.100000000000001,0
34.200000000000003,0
34.299999999999997,0
34.399999999999999,0
34.5,0
34.600000000000001,0
34.700000000000003,0
34.799999999999997,0
34.899999999999999,0
35,0
35.100000000000001,0
35.200000000000003,0
35.299999999999997,0
35.399999999999999,0
35.5,0
35.600000000000001,0
35.700000000000003,0
35.799999999999997,0
35.899999999999999,0
36,0
36.100000000000001,0
36.200000000000003,0
36.299999999999997,0
36.399999999999999,0
36.5,0
36.600000000000001,0
36.700000000000003,0
36.799999999999997,0
36.899999999999999,0
37,0
37.100000000000001,0
37.200000000000003,0
37.299999999999997,0
37.399999999999999,0
37.5,0
37.600000000000001,0
37.700000000000003,0
37.799999999999997,0
37.899999999999999,0
38,0
38.100000000000001,0
38.200000000000003,0
38.299999999999997,0
38.399999999999999,0
38.5,0
38.600000000000001,0
38.700000000000003,0
38.799999999999997,0
38.899999999999999,0
39,0
39.100000000000001,0
39.200000000000003,0
39.299999999999997,0
39.399999999999999,0
39.5,0
39.600000000000001,0
39.700000000000003,0
39.799999999999997,0
39.899999999999999,0
40,0
40.100000000000001,0
40.200000000000003,0
40.299999999999997,0
40.399999999999999,0
